(0, 0.0017368860240544563)
(1, 0.0017368860240544563)
(2, 0.0017748067862033967)
(3, 0.0017748067862033967)
(4, 0.001797282664125456)
(5, 0.001797282664125456)
(6, 0.001797282664125456)
(7, 0.001797282664125456)
(8, 0.001797282664125456)
(9, 0.001797282664125456)
(10, 0.001797282664125456)
(11, 0.001797282664125456)
(12, 0.001797282664125456)
(13, 0.001797282664125456)
(14, 0.001797282664125456)
(15, 0.001797282664125456)
(16, 0.001797282664125456)
(17, 0.001797282664125456)
(18, 0.001797282664125456)
(19, 0.001797282664125456)
(20, 0.001797282664125456)
(21, 0.001797282664125456)
(22, 0.001797282664125456)
(23, 0.001797282664125456)
(24, 0.001816966582385425)
(25, 0.001816966582385425)
(26, 0.001816966582385425)
(27, 0.001816966582385425)
(28, 0.001816966582385425)
(29, 0.001816966582385425)
(30, 0.001816966582385425)
(31, 0.001816966582385425)
(32, 0.001816966582385425)
(33, 0.001816966582385425)
(34, 0.001816966582385425)
(35, 0.001816966582385425)
(36, 0.001816966582385425)
(37, 0.001816966582385425)
(38, 0.001816966582385425)
(39, 0.001816966582385425)
(40, 0.001816966582385425)
(41, 0.001816966582385425)
(42, 0.001816966582385425)
(43, 0.001816966582385425)
(44, 0.001816966582385425)
(45, 0.001816966582385425)
(46, 0.001816966582385425)
(47, 0.001816966582385425)
(48, 0.001816966582385425)
(49, 0.001816966582385425)
(50, 0.001816966582385425)
(51, 0.001816966582385425)
(52, 0.001816966582385425)
(53, 0.001816966582385425)
(54, 0.001816966582385425)
(55, 0.001816966582385425)
(56, 0.001816966582385425)
(57, 0.001816966582385425)
(58, 0.001816966582385425)
(59, 0.001816966582385425)
(60, 0.001816966582385425)
(61, 0.001816966582385425)
(62, 0.001816966582385425)
(63, 0.001816966582385425)
(64, 0.001816966582385425)
(65, 0.001816966582385425)
(66, 0.001816966582385425)
(67, 0.001816966582385425)
(68, 0.001816966582385425)
(69, 0.001816966582385425)
(70, 0.001816966582385425)
(71, 0.001816966582385425)
(72, 0.001816966582385425)
(73, 0.001816966582385425)
(74, 0.001816966582385425)
(75, 0.001816966582385425)
(76, 0.001816966582385425)
(77, 0.001816966582385425)
(78, 0.001816966582385425)
(79, 0.001816966582385425)
(80, 0.001816966582385425)
(81, 0.001816966582385425)
(82, 0.001816966582385425)
(83, 0.001816966582385425)
(84, 0.001816966582385425)
(85, 0.001816966582385425)
(86, 0.001816966582385425)
(87, 0.001816966582385425)
(88, 0.001816966582385425)
(89, 0.001816966582385425)
(90, 0.001816966582385425)
(91, 0.001816966582385425)
(92, 0.001816966582385425)
(93, 0.001816966582385425)
(94, 0.001816966582385425)
(95, 0.001816966582385425)
(96, 0.001816966582385425)
(97, 0.001816966582385425)
(98, 0.001816966582385425)
(99, 0.001816966582385425)
(100, 0.001816966582385425)
(101, 0.001816966582385425)
(102, 0.001816966582385425)
(103, 0.001816966582385425)
(104, 0.001816966582385425)
(105, 0.001816966582385425)
(106, 0.001816966582385425)
(107, 0.001816966582385425)
(108, 0.001816966582385425)
(109, 0.001816966582385425)
(110, 0.001816966582385425)
(111, 0.001816966582385425)
(112, 0.001816966582385425)
(113, 0.001816966582385425)
(114, 0.001816966582385425)
(115, 0.001816966582385425)
(116, 0.001816966582385425)
(117, 0.001816966582385425)
(118, 0.001816966582385425)
(119, 0.001816966582385425)
(120, 0.001816966582385425)
(121, 0.001816966582385425)
(122, 0.001816966582385425)
(123, 0.001816966582385425)
(124, 0.001816966582385425)
(125, 0.001816966582385425)
(126, 0.001816966582385425)
(127, 0.001816966582385425)
(128, 0.001816966582385425)
(129, 0.001816966582385425)
(130, 0.001816966582385425)
(131, 0.001816966582385425)
(132, 0.001816966582385425)
(133, 0.001816966582385425)
(134, 0.001816966582385425)
(135, 0.001816966582385425)
(136, 0.001816966582385425)
(137, 0.001816966582385425)
(138, 0.001816966582385425)
(139, 0.001816966582385425)
(140, 0.001816966582385425)
(141, 0.001816966582385425)
(142, 0.001816966582385425)
(143, 0.001816966582385425)
(144, 0.001816966582385425)
(145, 0.001816966582385425)
(146, 0.001816966582385425)
(147, 0.001816966582385425)
(148, 0.001816966582385425)
(149, 0.001816966582385425)
(150, 0.001816966582385425)
(151, 0.001816966582385425)
(152, 0.001816966582385425)
(153, 0.001816966582385425)
(154, 0.001816966582385425)
(155, 0.001816966582385425)
(156, 0.001816966582385425)
(157, 0.001816966582385425)
(158, 0.001816966582385425)
(159, 0.001816966582385425)
(160, 0.001816966582385425)
(161, 0.001816966582385425)
(162, 0.001816966582385425)
(163, 0.001816966582385425)
(164, 0.001816966582385425)
(165, 0.001816966582385425)
(166, 0.001816966582385425)
(167, 0.001816966582385425)
(168, 0.001816966582385425)
(169, 0.001816966582385425)
(170, 0.001816966582385425)
(171, 0.001816966582385425)
(172, 0.001816966582385425)
(173, 0.001816966582385425)
(174, 0.001816966582385425)
(175, 0.001816966582385425)
(176, 0.001816966582385425)
(177, 0.001816966582385425)
(178, 0.001816966582385425)
(179, 0.001816966582385425)
(180, 0.001816966582385425)
(181, 0.001816966582385425)
(182, 0.001816966582385425)
(183, 0.001816966582385425)
(184, 0.001816966582385425)
(185, 0.001816966582385425)
(186, 0.001816966582385425)
(187, 0.001816966582385425)
(188, 0.001816966582385425)
(189, 0.001816966582385425)
(190, 0.001816966582385425)
(191, 0.001816966582385425)
(192, 0.001816966582385425)
(193, 0.001816966582385425)
(194, 0.001816966582385425)
(195, 0.001816966582385425)
(196, 0.001816966582385425)
(197, 0.001816966582385425)
(198, 0.001816966582385425)
(199, 0.001816966582385425)
(200, 0.001816966582385425)
(201, 0.001816966582385425)
(202, 0.001816966582385425)
(203, 0.001816966582385425)
(204, 0.001816966582385425)
(205, 0.001816966582385425)
(206, 0.001816966582385425)
(207, 0.001816966582385425)
(208, 0.001816966582385425)
(209, 0.001816966582385425)
(210, 0.001816966582385425)
(211, 0.001816966582385425)
(212, 0.001816966582385425)
(213, 0.001816966582385425)
(214, 0.001816966582385425)
(215, 0.001816966582385425)
(216, 0.001816966582385425)
(217, 0.001816966582385425)
(218, 0.001816966582385425)
(219, 0.001816966582385425)
(220, 0.001816966582385425)
(221, 0.001816966582385425)
(222, 0.001816966582385425)
(223, 0.001816966582385425)
(224, 0.001816966582385425)
(225, 0.001816966582385425)
(226, 0.001816966582385425)
(227, 0.001816966582385425)
(228, 0.001816966582385425)
(229, 0.001816966582385425)
(230, 0.001816966582385425)
(231, 0.001816966582385425)
(232, 0.001816966582385425)
(233, 0.001816966582385425)
(234, 0.001816966582385425)
(235, 0.001816966582385425)
(236, 0.001816966582385425)
(237, 0.001816966582385425)
(238, 0.001816966582385425)
(239, 0.001816966582385425)
(240, 0.001816966582385425)
(241, 0.001816966582385425)
(242, 0.001816966582385425)
(243, 0.001816966582385425)
(244, 0.001816966582385425)
(245, 0.001816966582385425)
(246, 0.001816966582385425)
(247, 0.001816966582385425)
(248, 0.001816966582385425)
(249, 0.001816966582385425)
(250, 0.001816966582385425)
(251, 0.001816966582385425)
(252, 0.001816966582385425)
(253, 0.001816966582385425)
(254, 0.001816966582385425)
(255, 0.001816966582385425)
(256, 0.001816966582385425)
(257, 0.001816966582385425)
(258, 0.001816966582385425)
(259, 0.001816966582385425)
(260, 0.001816966582385425)
(261, 0.001816966582385425)
(262, 0.001816966582385425)
(263, 0.001816966582385425)
(264, 0.001816966582385425)
(265, 0.001816966582385425)
(266, 0.001816966582385425)
(267, 0.001816966582385425)
(268, 0.001816966582385425)
(269, 0.001816966582385425)
(270, 0.001816966582385425)
(271, 0.001816966582385425)
(272, 0.001816966582385425)
(273, 0.001816966582385425)
(274, 0.001816966582385425)
(275, 0.001816966582385425)
(276, 0.001816966582385425)
(277, 0.001816966582385425)
(278, 0.001816966582385425)
(279, 0.001816966582385425)
(280, 0.001816966582385425)
(281, 0.001816966582385425)
(282, 0.001816966582385425)
(283, 0.001816966582385425)
(284, 0.001816966582385425)
(285, 0.001816966582385425)
(286, 0.001816966582385425)
(287, 0.001816966582385425)
(288, 0.001816966582385425)
(289, 0.001816966582385425)
(290, 0.001816966582385425)
(291, 0.001816966582385425)
(292, 0.001816966582385425)
(293, 0.001816966582385425)
(294, 0.001816966582385425)
(295, 0.001816966582385425)
(296, 0.001816966582385425)
(297, 0.001816966582385425)
(298, 0.001816966582385425)
(299, 0.001816966582385425)
(300, 0.001816966582385425)
(301, 0.001816966582385425)
(302, 0.001816966582385425)
(303, 0.001816966582385425)
(304, 0.001816966582385425)
(305, 0.001816966582385425)
(306, 0.001816966582385425)
(307, 0.001816966582385425)
(308, 0.001816966582385425)
(309, 0.001816966582385425)
(310, 0.001816966582385425)
(311, 0.001816966582385425)
(312, 0.001816966582385425)
(313, 0.001816966582385425)
(314, 0.001816966582385425)
(315, 0.001816966582385425)
(316, 0.001816966582385425)
(317, 0.001816966582385425)
(318, 0.001816966582385425)
(319, 0.001816966582385425)
(320, 0.001816966582385425)
(321, 0.001816966582385425)
(322, 0.001816966582385425)
(323, 0.001816966582385425)
(324, 0.001816966582385425)
(325, 0.001816966582385425)
(326, 0.001816966582385425)
(327, 0.001816966582385425)
(328, 0.001816966582385425)
(329, 0.001816966582385425)
(330, 0.001816966582385425)
(331, 0.001816966582385425)
(332, 0.001816966582385425)
(333, 0.001816966582385425)
(334, 0.001816966582385425)
(335, 0.001816966582385425)
(336, 0.001816966582385425)
(337, 0.001816966582385425)
(338, 0.001816966582385425)
(339, 0.001816966582385425)
(340, 0.001816966582385425)
(341, 0.001816966582385425)
(342, 0.001816966582385425)
(343, 0.001816966582385425)
(344, 0.001816966582385425)
(345, 0.001816966582385425)
(346, 0.001816966582385425)
(347, 0.001816966582385425)
(348, 0.001816966582385425)
(349, 0.001816966582385425)
(350, 0.001816966582385425)
(351, 0.001816966582385425)
(352, 0.001816966582385425)
(353, 0.001816966582385425)
(354, 0.001816966582385425)
(355, 0.001816966582385425)
(356, 0.001816966582385425)
(357, 0.001816966582385425)
(358, 0.001816966582385425)
(359, 0.001816966582385425)
(360, 0.001816966582385425)
(361, 0.001816966582385425)
(362, 0.001816966582385425)
(363, 0.001816966582385425)
(364, 0.001816966582385425)
(365, 0.001816966582385425)
(366, 0.001816966582385425)
(367, 0.001816966582385425)
(368, 0.001816966582385425)
(369, 0.001816966582385425)
(370, 0.001816966582385425)
(371, 0.001816966582385425)
(372, 0.001816966582385425)
(373, 0.001816966582385425)
(374, 0.001816966582385425)
(375, 0.001816966582385425)
(376, 0.001816966582385425)
(377, 0.001816966582385425)
(378, 0.001816966582385425)
(379, 0.001816966582385425)
(380, 0.001816966582385425)
(381, 0.001816966582385425)
(382, 0.001816966582385425)
(383, 0.001816966582385425)
(384, 0.001816966582385425)
(385, 0.001816966582385425)
(386, 0.001816966582385425)
(387, 0.001816966582385425)
(388, 0.001816966582385425)
(389, 0.001816966582385425)
(390, 0.001816966582385425)
(391, 0.001816966582385425)
(392, 0.001816966582385425)
(393, 0.001816966582385425)
(394, 0.001816966582385425)
(395, 0.001816966582385425)
(396, 0.001816966582385425)
(397, 0.001816966582385425)
(398, 0.001816966582385425)
(399, 0.001816966582385425)
(400, 0.001816966582385425)
